Runtime,Director,Writer,Actor,Rating,Target
104,John Patrick Shanley,"John Patrick Shanley , John Patrick Shanley ","Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",7.5,1
151,Heinrich Breloer,"Thomas Mann , Heinrich Breloer , Horst Königstein ","Armin Mueller-Stahl, Iris Berben, Jessica Schwarz, August Diehl",5.8,0
88,Richard Eyre,"Richard Eyre , Charles Wood , Bernhard Schlink ","Laura Linney, Antonio Banderas, Liam Neeson, Romola Garai",5.5,0
103,Gordon Chan,"Gordon Chan , Kwong Kim Yip ","Jet Li, Shinobu Nakayama, Siu-Ho Chin, Billy Chow",7.6,1
90,Jonathan Levine,Jacob Forman,"Amber Heard, Anson Mount, Whitney Able, Michael Welch",5.6,0
80,"Tom Kuntz, Mike Maguire","Todd Hanson, Robert D. Siegel","Daniel Chacón, Ken Takemoto, Steven Seagal, Don McManus",6.3,0
81,Mike Flanagan,"Mike Flanagan, Kate Siegel","Kate Siegel, John Gallagher Jr., Michael Trucco, Samantha Sloyan",6.6,0
114,Rian Johnson,Rian Johnson,"Rachel Weisz, Adrien Brody, Mark Ruffalo, Rinko Kikuchi",6.9,1
97,Gillian Armstrong,"Tony Grisoni, Brian Ward","Guy Pearce, Catherine Zeta-Jones, Timothy Spall, Saoirse Ronan",5.9,0
90,Vadim Perelman,"Laura Kasischke , Emil Stern ","Uma Thurman, Evan Rachel Wood, Eva Amurri Martino, Gabrielle Brennan",6.4,0
80,"Guillaume Ivernel, Arthur Qwak","Frédéric Lenoir, Arthur Qwak","Vincent Lindon, Patrick Timsit, Philippe Nahon, Amanda Lear",6.6,0
102,Terry George,"John Burnham Schwartz , Terry George , John Burnham Schwartz ","Joaquin Phoenix, Elle Fanning, Jennifer Connelly, Sean Curley",6.7,0
80,Michael Simon,Jeff Dunham,"Jeff Dunham, Paige Dunham",8.1,1
89,Matt Flynn,Matt Flynn,"Kane Hodder, Jay Kenneth Johnson, Travis Schuldt, Gabrielle Richens",3.9,0
140,Oliver Stone,"Randall Jahnson, Oliver Stone","Val Kilmer, Meg Ryan, Kyle MacLachlan, Frank Whaley",7.2,1
141,Shûsuke Kaneko,"Tsugumi Ohba , Takeshi Obata , Tetsuya Oishi ","Tatsuya Fujiwara, Takeshi Kaga, Shidô Nakamura, Erika Toda",7.4,1
139,Mike Newell,"Ronald Harwood , Gabriel García Márquez ","Benjamin Bratt, Gina Bernard Forbes, Giovanna Mezzogiorno, Javier Bardem",6.4,0
88,Dwayne Carey-Hill,"Matt Groening , Matt Groening , David X. Cohen , Ken Keeler , Ken Keeler , David X. Cohen ","Billy West, Katey Sagal, John DiMaggio, Tress MacNeille",7.7,1
89,Jeff Buhler,Jeff Buhler,"Jesse Metcalfe, Kiele Sanchez, Peter Stormare, Kevin Sussman",5.1,0
92,Peter Winther,David N. Titcher,"Noah Wyle, Sonya Walger, Bob Newhart, Kyle MacLachlan",6.2,0
93,Brian A Miller,"Andre Fabrizio, Jeremy Passmore","Jason Patric, Jessica Lowndes, Gia Mantegna, Bruce Willis",4.6,0
117,Jean-Paul Salomé,"Jean-Paul Salomé, Laurent Vachaud","Sophie Marceau, Julie Depardieu, Marie Gillain, Déborah François",6.8,1
100,Yen-Ping Chu,"Takehiko Inoue , Yen-Ping Chu, Chiu-Wing Lam, You-Chen Wang","Jay Chou, Eric Tsang, Gang Wang, Charlene Choi",4.8,0
109,Fumihiko Sori,"Fumihiko Sori , Haruka Handa , John Burgmeier , John Burgmeier ","Meisa Kuroki, Shôsuke Tanihara, Yasuko Matsuyuki, Akio Ôtsuka",6.9,1
133,Ha Yoo,Ha Yoo ,"In-seong Jo, Jin-mo Ju, Ji-hyo Song, Yong-gu Do",7.2,1
106,Ryan Fleck,"Ryan Fleck, Anna Boden","Ryan Gosling, Jeff Lima, Shareeka Epps, Nathan Corbett",7.2,1
111,Terry Zwigoff,"Daniel Clowes , Daniel Clowes, Terry Zwigoff","Thora Birch, Scarlett Johansson, Steve Buscemi, Brad Renfro",7.4,1
136,James Mangold,"Johnny Cash , Johnny Cash , Gill Dennis, James Mangold","Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick",7.9,1
86,Jean-Baptiste Andrea,"Jean-Baptiste Andrea, William Rosenfeld","David Schwimmer, Simon Pegg, Alice Eve, Natascha McElhone",6.8,1
110,Andy Fickman,"Nichole Millard , Kathryn Price , Nichole Millard , Kathryn Price , Audrey Wells ","Dwayne Johnson, Madison Pettis, Kyra Sedgwick, Roselyn Sanchez",6.2,0
94,Bob Clark,"Jean Shepherd (based on the novel ""In God We Trust,  All Others Pay Cash"" by), Jean Shepherd , Leigh Brown , Bob Clark ","Melinda Dillon, Darren McGavin, Peter Billingsley, Scott Schwartz",8.1,1
110,Erwin Wagenhofer,Erwin Wagenhofer,"Mark Mobius, Mirko Kovats, K. Sujatha Raaju, Gerhard Schwarz",7.5,1
80,Jan Tománek,"David Sláma , Jan Tománek ","Jirí Lábus, Matej Hádek, Mahulena Bocanová, Michal Dlouhý",3.9,0
118,Mike Leigh,Mike Leigh,"Sally Hawkins, Elliot Cowan, Alexis Zegerman, Andrea Riseborough",7,1
100,M. Night Shyamalan,"Gary Whitta , M. Night Shyamalan , Will Smith ","Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz",4.9,0
107,Guillermo Arriaga,Guillermo Arriaga,"Charlize Theron, John Corbett, José María Yazpik, Robin Tunney",6.8,1
109,George Cukor,"Zoe Akins , Frances Marion , James Hilton , Alexandre Dumas fils ","Greta Garbo, Robert Taylor, Lionel Barrymore, Elizabeth Allan",7.6,1
110,Yoshihiro Nishimura,"Kengo Kaji , Maki Mizui , Yoshihiro Nishimura , J.J. Vallejo ","Eihi Shiina, Itsuji Itao, Yukihide Benny, Jiji Bû",6,0
90,Griffin Dunne,"Mimi Hare, Clare Naylor, Bonnie Sikowitz","Uma Thurman, Jeffrey Dean Morgan, Colin Firth, Sam Shepard",5.6,0
92,Clark Gregg,"Clark Gregg , Chuck Palahniuk ","Kathryn Alexander, Teodorina Bello, Kate Blumberg, Jonah Bobo",6.5,0
106,Nikolai Müllerschön,Nikolai Müllerschön,"Tomás Koutník, Tomás Ibl, Albert Franc, Matthias Schweighöfer",6.4,0
110,Randall Miller,"Jody Savin , Randall Miller , Ross Schwartz , Ross Schwartz , Lannette Pabon , Jody Savin , Randall Miller ","Chris Pine, Hal B. Klein, Alan Rickman, Jean-Michel Richaud",6.8,1
107,Henry Miller,"Henry Miller, Tom Phelan","Willem Dafoe, Scott Speedman, Don Harvey, James Rebhorn",5.5,0
104,Tom McCarthy,Tom McCarthy,"Richard Jenkins, Haaz Sleiman, Danai Gurira, Hiam Abbass",7.7,1
90,James Mottern,James Mottern,"Michelle Monaghan, Nathan Fillion, Benjamin Bratt, Joey Lauren Adams",6.7,0
89,Craig Pryce,Rod Spence,"Catherine Bell, Chris Potter, Catherine Disher, Peter MacNeill",7.2,1
87,Alan Myerson,"Dan Greenburg , Dan Greenburg ","Sylvia Kristel, Howard Hesseman, Eric Brown, Patrick Piccininni",5.1,0
100,Gurinder Chadha,"Gurinder Chadha , Paul Mayeda Berges , Will McRobb , Chris Viscardi , Louise Rennison ","Georgia Groome, Aaron Taylor-Johnson, Karen Taylor, Alan Davies",6.4,0
92,Richard Jefferies,Richard Jefferies,"Johnathon Schaech, Erica Leerhsen, James McDaniel, Jason Wiles",4.7,0
85,Franck Mancuso,"Franck Mancuso, Lawrence Block ","Jean Dujardin, Laurent Lucas, Agnès Blanchot, Aurélien Recoing",6.6,0
88,"Colin Brady, Christopher Reeve, Dan St. Pierre","Robert Kurtz , Jeff Hand , Howard Jonas ","Ritchie Allen, Jake T. Austin, Cherise Boothe, Jesse Bronstein",5.8,0
97,Robert Benton,"Allison Burnett , Charles Baxter ","Morgan Freeman, Greg Kinnear, Radha Mitchell, Billy Burke",6.7,0
134,Cem Yilmaz,Cem Yilmaz,"Cem Yilmaz, Tülin Özen, Zafer Algöz, Özkan Ugur",7.8,1
101,Gregory Hoblit,"Robert Fyvolent , Mark Brinker , Allison Burnett , Robert Fyvolent , Mark Brinker ","Diane Lane, Billy Burke, Colin Hanks, Joseph Cross",6.2,0
90,"David Nerlich, Andrew Traucki","Andrew Traucki, David Nerlich","Diana Glenn, Maeve Dermody, Andy Rodoreda, Ben Oxenbould",6,0
102,Michel Gondry,Michel Gondry,"Jack Black, Yasiin Bey, Danny Glover, Mia Farrow",6.4,0
85,Chris Moore,Kelly C. Palmer,"Don McManus, Ryanne Duzich, Teddy Dunn, Daniel Franzese",5.5,0
94,Woody Allen,Woody Allen,"Owen Wilson, Rachel McAdams, Kurt Fuller, Mimi Kennedy",7.7,1
167,Aditya Chopra,"Aditya Chopra , Aditya Chopra , Aditya Chopra ","Shah Rukh Khan, Vinay Pathak, Anushka Sharma, M.K. Raina",7.1,1
124,Andrey Kravchuk,"Zoya Kudrya, Vladimir Valutskiy","Konstantin Khabenskiy, Elizaveta Boyarskaya, Sergey Bezrukov, Vladislav Vetrov",6.9,1
120,Kiyoshi Kurosawa,"Kiyoshi Kurosawa , Max Mannix, Sachiko Tanaka ","Teruyuki Kagawa, Kyôko Koizumi, Yû Koyanagi, Kai Inowaki",7.6,1
107,François Girard,"Alessandro Baricco , François Girard , Michael Golding ","Sei Ashina, Michael Pitt, Tony Vogel, Toni Bertorelli",5.9,0
98,Peter Hedges,"Pierce Gardner, Peter Hedges","Steve Carell, Juliette Binoche, Dane Cook, Alison Pill",6.8,1
98,Darren Lynn Bousman,"Darren Smith , Terrance Zdunich , Darren Smith , Terrance Zdunich ","Alexa PenaVega, Paul Sorvino, Anthony Head, Sarah Brightman",6.7,0
111,Christopher Cain,"Christopher Cain, Carole Whang Schutter","Terence Stamp, Trent Ford, Krisinda Cain, Shaun Johnston",5.8,0
118,Nora Ephron,"Nora Ephron , Julie Powell , Julia Child , Alex Prud'homme ","Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina",7,1
180,Martin Scorsese,"Terence Winter , Jordan Belfort ","Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",8.2,1
97,Jennifer Chambers Lynch,"Kent Harper, Jennifer Chambers Lynch","Caroline Aaron, Hugh Dillon, David Gane, Gill Gayle",6.4,0
113,Garry Marshall,Mark Andrus,"Jane Fonda, Lindsay Lohan, Felicity Huffman, Dermot Mulroney",5.9,0
119,Sam Mendes,"Justin Haythe , Richard Yates ","Kate Winslet, Leonardo DiCaprio, Christopher Fitzgerald, Jonathan Roumie",7.3,1
100,Roel Reiné,J.D. Zeik,"Steven Seagal, Bernie McInerney, Ashley Greenfield, John P. Gulino",5.3,0
91,Kent Alterman,Scot Armstrong,"Will Ferrell, Woody Harrelson, André Benjamin, Maura Tierney",5.8,0
106,Peter Segal,David Dorfman,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán",6.2,0
113,Tom Roberts,"Natalia Portnova, Simon van der Borgh","Vera Farmiga, Thomas Kretschmann, John Malkovich, Daniel Brühl",5.8,0
89,Dani Levy,Dani Levy,"Helge Schneider, Ulrich Mühe, Sylvester Groth, Adriana Altaras",5.4,0
84,"Andrei Tarkovsky, Eduard Abalov","Vladimir Bogomolov (story ""Ivan""), Vladimir Bogomolov , Mikhail Papava ","Nikolay Burlyaev, Valentin Zubkov, Evgeniy Zharikov, Stepan Krylov",8.1,1
112,Kimberly Peirce,"Mark Richard, Kimberly Peirce","Ryan Phillippe, Joseph Gordon-Levitt, Rob Brown, Channing Tatum",6.5,0
104,Neeraj Pandey,"Neeraj Pandey , Neeraj Pandey ","Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw",8.5,1
86,Lucía Puenzo,"Lucía Puenzo , Sergio Bizzio (short story ""Cinismo"")","Ricardo Darín, Valeria Bertuccelli, Germán Palacios, Carolina Pelleritti",7.1,1
102,Robert Allan Ackerman,Becca Topol ,"Brittany Murphy, Toshiyuki Nishida, Soji Arai, Kimiko Yo",6.3,0
104,Callie Khouri,"Glenn Gers , John Mister , Neil McKay , Terry Winsor ","Diane Keaton, Ted Danson, Katie Holmes, Adam Rothenberg",5.8,0
120,George Miller,"George Miller, Brendan McCarthy, Nick Lathouris","Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne",8.1,1
137,Shimako Sato,"So Kitamura , Shimako Sato ","Takeshi Kaneshiro, Takako Matsu, Tôru Nakamura, Ryôhei Abe",6.8,1
112,Adam Brooks,Adam Brooks,"Ryan Reynolds, An Nguyen, Matthew Mason, Rick Derby",7.2,1
90,Sean McGinly,Sean McGinly,"John Malkovich, Colin Hanks, Emily Blunt, Ricky Jay",6.5,0
98,"Tony Jaa, Panna Rittikrai","Tony Jaa , Panna Rittikrai , Ek Iemchuen , Nonthakorn Thaweesuk ","Tony Jaa, Sarunyu Wongkrachang, Sorapong Chatree, Primorata Dejudom",6.2,0
94,David Denneen,Dave Warner,"Travis Fimmel, Teresa Palmer, Stephen Moyer, Phillip Holder",6.2,0
117,Daniel Waters,Daniel Waters,"Robert Wisdom, Tanc Sade, Patton Oswalt, Simon Baker",6,0
86,Andy De Emmony,Frank Cottrell Boyce,"Joseph Muir, Josef Altin, Ashley Artus, Alexi Kaye Campbell",7.6,1
117,Kari Skogland,"Martin McGartland (inspired by the book ""Fifty Dead Man Walking""), Nicholas Davies (inspired by the book ""Fifty Dead Man Walking""), Kari Skogland","Ben Kingsley, Jim Sturgess, Kevin Zegers, Natalie Press",6.9,1
86,Stephen Chow,"Stephen Chow, Vincent Kok, Kan-Cheung Tsang, Sandy Shaw, Chi Keung Fung, Fung Lam","Stephen Chow, Jiao Xu, Lei Huang, Yuqi Zhang",6.5,0
95,Noam Murro,Mark Poirier,"Dennis Quaid, Sarah Jessica Parker, Thomas Haden Church, Ellen Page",6.2,0
105,Chris Bell,"Chris Bell, Alexander Buono, Tamsin Rawady","Chris Bell, Hank Aaron, Lyle Alzado, Joshua Amsden",7.6,1
110,Paolo Sorrentino,Paolo Sorrentino,"Toni Servillo, Anna Bonaiuto, Giulio Bosetti, Flavio Bucci",7.3,1
108,Erik Van Looy,"Bart De Pauw , Wesley Strick ","Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",6.3,0
82,Toby Wilkins,"Ian Shorr, Kai Barry","Charles Baker, Jill Wagner, Paulo Costanzo, Shea Whigham",6.1,0
90,Robert Ben Garant,"Thomas Lennon, Robert Ben Garant","Dan Fogler, Christopher Walken, George Lopez, Maggie Q",5.3,0
80,Brian Hecker,Brian Hecker,"Steven Kaplan, William H. Macy, Cheryl Hines, Alia Shawkat",5.7,0
100,Philippe Haïm,"Natalie Carter , Philippe Haïm , Julien Sibony","Gérard Lanvin, Vahina Giocante, Nicolas Duvauchelle, Mehdi Nebbou",6.4,0
96,Wai-Keung Lau,"Craig Mitchell, Hans Bauer","Richard Gere, Claire Danes, KaDee Strickland, Ray Wise",5.7,0
95,Derick Martini,"Derick Martini, Steven Martini","Rory Culkin, Alec Baldwin, Jill Hennessy, Emma Roberts",7,1
121,Jan de Bont,"Graham Yost , Jan de Bont , Randall McCormick , Randall McCormick , Jeff Nathanson ","Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison",3.7,0
88,Dwayne Carey-Hill,"Matt Groening , Matt Groening , David X. Cohen , Eric Horsted , Michael Rowe , Eric Kaplan , David X. Cohen , Patric M. Verrone , Eric Horsted , David X. Cohen ","Billy West, Katey Sagal, John DiMaggio, Tress MacNeille",7.3,1
90,Damon Santostefano,"Erik Patterson, Jessica Scott, Leigh Dunlap ","Selena Gomez, Drew Seeley, Jane Lynch, Katharine Isabelle",5.9,0
134,Steven Soderbergh,"Peter Buchman , Ernesto 'Che' Guevara (memoir ""Reminiscences of the Cuban Revolutionary War"")","Julia Ormond, Benicio Del Toro, Oscar Isaac, Pablo Guevara",7.2,1
107,Dennis Gansel,"Ron Jones , Johnny Dawkins , Ron Birnbach , Dennis Gansel, Peter Thorwarth","Jürgen Vogel, Frederick Lau, Max Riemelt, Jennifer Ulrich",7.6,1
97,Marc Klein,"Marc Klein , Melissa Bank (short stories ""My Old Man"" and ""The Worst Thing a Suburban Girl Could Imagine"" from the book ""The Girls' Guide to Hunting and Fishing"")","Sarah Michelle Gellar, Alec Baldwin, Maggie Grace, James Naughton",5.5,0
85,Jean Becker,"François d'Épenoux , Eric Assous , François d'Épenoux , Jean Becker , Jérôme Beaujour","Albert Dupontel, Marie-Josée Croze, Pierre Vaneck, Cristiana Réali",7.1,1
98,Rob Schmidt,Tom Malloy,"Eliza Dushku, Cary Elwes, Timothy Hutton, Tom Malloy",5.3,0
96,Anthony Hopkins,Anthony Hopkins,"Anthony Hopkins, Stella Arroyave, Christian Slater, John Turturro",5.1,0
93,William Olsson,Alex Metcalf,"Gretchen Mol, James Rebhorn, Cameron Bright, Mark Pellegrino",6.2,0
85,Karen Moncrieff,Karen Moncrieff,"Toni Collette, Piper Laurie, Donnie Smith, Michael Raysses",6.7,0
116,Tim Burton,"John Logan , Hugh Wheeler , Christopher Bond ","Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall",7.4,1
125,Olivier Marchal,Olivier Marchal,"Daniel Auteuil, Olivia Bonamy, Catherine Marchal, Francis Renaud",6.7,0
99,Christian Duguay,"Agatha Dominik, John Cox","Mila Kunis, Gregory Smith, Peter Stormare, Regine Nehy",5.9,0
103,Ella Lemhagen,"Michael Druker , Ella Lemhagen","Gustaf Skarsgård, Torkel Petersson, Tom Ljungman, Amanda Davin",6.9,1
85,Glenn McQuaid,Glenn McQuaid,"Dominic Monaghan, Larry Fessenden, Angus Scrimm, Ron Perlman",6.1,0
100,Steven Schachter,"William H. Macy , Steven Schachter , Peter Lefcourt ","William H. Macy, Meg Ryan, LL Cool J, Elliott Gould",5.7,0
97,George Gallo,George Gallo,"Antonio Banderas, Meg Ryan, Colin Hanks, Selma Blair",5.3,0
95,Justin Theroux,David Bromberg,"Tom Wilkinson, Billy Crudup, Christine Taylor, Bob Balaban",6.8,1
119,Julian Gilbey,"Julian Gilbey, Will Gilbey","Ricci Harnett, Terry Stone, Craig Fairbrass, Roland Manookian",6.9,1
114,Kirsten Sheridan,"Nick Castle , James V. Hart , Paul Castro , Nick Castle ","Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard",7.5,1
108,Rod Lurie,Rod Lurie,"Kate Beckinsale, Matt Dillon, Angela Bassett, Alan Alda",7.2,1
90,Michael Ian Black,Michael Ian Black,"Jason Biggs, Isla Fisher, Michael Weston, Ebon Moss-Bachrach",5.7,0
110,John Maybury,"Sharman Macdonald, Rebekah Gilbertson ","Simon Armstrong, Ben Batt, Geoffrey Beevers, Rachel Bell",6.3,0
150,Uli Edel,"Bernd Eichinger , Uli Edel , Stefan Aust ","Martina Gedeck, Moritz Bleibtreu, Johanna Wokalek, Nadja Uhl",7.4,1
121,Takashi Miike,"Takashi Miike, Masa Nakamura","Hideaki Itô, Masanobu Andô, Kôichi Satô, Kaori Momoi",6.3,0
96,Noboru Iguchi,Noboru Iguchi,"Minase Yashiro, Asami, Nobuhiro Nishihara, Kentarô Shimazu",5.9,0
122,Alex Kendrick,"Alex Kendrick , Stephen Kendrick ","Kirk Cameron, Erin Bethea, Ken Bevel, Stephen Dervan",6.6,0
98,Ruben Östlund,"Erik Hemmendorff , Ruben Östlund ","Villmar Björkman, Linnea Cart-Lamy, Leif Edlund Johansson, Sara Eriksson",7.1,1
94,Philip Martin,Peter Moffat,"David Tennant, Richard McCabe, Patrick Kennedy, Ben Uttley",7.4,1
103,Maria Sole Tognazzi,"Ivan Cotroneo, Maria Sole Tognazzi","Pierfrancesco Favino, Monica Bellucci, Kseniya Rappoport, Michele Alhaique",5.8,0
104,Gilles Bourdos,"Michel Spinosa , Gilles Bourdos , Michel Spinosa , Gilles Bourdos , Guillaume Musso ","Romain Duris, John Malkovich, Evangeline Lilly, Pascale Bussières",5.9,0
119,Jan Kounen,"Chris Greenhalgh , Chris Greenhalgh , Carlo De Boutiny , Jan Kounen ","Mads Mikkelsen, Anna Mouglalis, Elena Morozova, Natacha Lindinger",6.4,0
93,Lori Petty,"Lori Petty , David Alan Grier , Lori Petty ","Jennifer Lawrence, Javon Johnson, Sophi Bairley, Bokeem Woodbine",6.5,0
96,Sharon Maguire,"Chris Cleave , Sharon Maguire","Michelle Williams, Ewan McGregor, Matthew Macfadyen, Nicholas Gleaves",5.9,0
124,Francis Ford Coppola,"Mircea Eliade , Francis Ford Coppola","Tim Roth, Alexandra Maria Lara, Bruno Ganz, André Hennicke",6.3,0
112,Yukiyo Teramoto,"Fujio F. Fujiko (comic book & characters), Yûichi Shinbo","Wasabi Mizuta, Megumi Oohara, Yumi Kakazu, Subaru Kimura",6.6,0
98,Jean-Stéphane Sauvaire,"Emmanuel Dongala , Jean-Stéphane Sauvaire","Christophe Minie, Daisy Victoria Vandy, Joseph Duo, Dagbeth Tweh",6.8,1
123,Peter Joseph,Peter Joseph,"Jacque Fresco, Roxanne Meadows, John Perkins, George Carlin",8.4,1
145,Tarun Mansukhani,"Anvita Dutt Guptan , Tarun Mansukhani ","Abhishek Bachchan, John Abraham, Priyanka Chopra, Kiron Kher",6.5,0
110,James Gray,"James Gray, Ric Menello","Joaquin Phoenix, Anne Joyce, Elliot Villar, Craig Walker",7.1,1
108,Xavier Gens,Xavier Gens,"Karina Testa, Samuel Le Bihan, Estelle Lefébure, Aurélien Wiik",6.3,0
103,Federico Moccia,"Federico Moccia , Luca Infascelli , Chiara Barzini ","Raoul Bova, Michela Quattrociocche, Michelle Carpente, Luca Angeletti",6.2,0
138,Javier Fesser,Javier Fesser,"Nerea Camacho, Carme Elias, Mariano Venancio, Manuela Vellés",7.6,1
93,Pascal Bonitzer,"Pascal Bonitzer (scenario,  adaptation and dialogue), Jérôme Beaujour (scenario,  adaptation and dialogue), Agatha Christie ","Miou-Miou, Lambert Wilson, Valeria Bruni Tedeschi, Pierre Arditi",5.4,0
112,Ryan Little,"David Pliler, Dony West ","Gary Cole, Sean Astin, Neal McDonough, Sean Faris",7.3,1
91,Raja Gosnell,"Analisa LaBianco , Jeffrey Bushell , Jeffrey Bushell ","Piper Perabo, Manolo Cardona, Jamie Lee Curtis, José María Yazpik",3.7,0
94,Keith Samples,Brian Strasmann,"Brian Geraghty, Jenna Dewan Tatum, Jacob Vargas, Tara Summers",5.8,0
87,Gregg Bishop,Joe Ballarini,"Jared Kusnitz, Greyson Chadwick, Chandler Darby, Carissa Capobianco",5.8,0
96,Charles Martin Smith,"Ian Hamilton , Charles Martin Smith","Charlie Cox, Kate Mara, Stephen McCole, Ciaron Kelly",6.8,1
88,Antonio Negret,Michael Gilvary,"Jim Caviezel, Diora Baird, James Frain, Elisabeth Röhm",5.8,0
100,Tony Giglio,Dan Kay,"Josh Randall, Brianna Brown, Nick Searcy, Beth Broderick",5.3,0
97,Stephan Elliott,"Stephan Elliott, Sheridan Jobbins, Noël Coward ","Jessica Biel, Ben Barnes, Kristin Scott Thomas, Colin Firth",6.7,0
82,Rodolfo de Anda,Gilberto de Anda,"Rodolfo de Anda, Olivia Collins, Angélica Soler, Mario Almada",5.2,0
93,Hajime Kamegaki,"Masashi Kishimoto , Junki Takegami ","Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama, Unshô Ishizuka",7.1,1
118,Jean-Paul Rappeneau,"Jean-Claude Carrière, Nina Companeez, Jean Giono , Jean-Paul Rappeneau","Juliette Binoche, Olivier Martinez, Pierre Arditi, François Cluzet",7.1,1
138,Keiichi Hara,"Keiichi Hara , Masao Kogure , Yuichi Watanabe ","Kazato Tomizawa, Takahiro Yokokawa, Naoki Tanaka, Naomi Nishida",7.5,1
100,Malcolm D. Lee,"Robert Ramsey, Matthew Stone","Samuel L. Jackson, Bernie Mac, Sharon Leal, Adam Herschman",6.5,0
99,Michael McCullers,Michael McCullers,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard",6,0
128,Hiroshi Nishitani,"Yasushi Fukuda , Keigo Higashino (serial story ""Yôgisha X no kenshin"")","Masaharu Fukuyama, Ko Shibasaki, Kazuki Kitamura, Yasuko Matsuyuki",7.6,1
121,Andrzej Wajda,"Andrzej Mularczyk , Przemyslaw Nowakowski , Wladyslaw Pasikowski , Andrzej Wajda ","Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski, Danuta Stenka",7.1,1
99,Charles Sturridge,"Albert Ash , Tom McLoughlin , Ernie Contreras , Ernie Contreras ","Harvey Keitel, Jason Salkey, Peter O'Toole, Lara Morgan",6.5,0
95,Nadine Labaki,"Nadine Labaki , Jihad Hojeily , Nadine Labaki , Jihad Hojeily , Rodney El Haddad ","Nadine Labaki, Yasmine Al Massri, Joanna Moukarzel, Gisèle Aouad",7.2,1
93,Bruce McDonald,"Tony Burgess, Tony Burgess ","Stephen McHattie, Lisa Houle, Georgina Reilly, Hrant Alianak",6.7,0
120,Alex Gibney,"Alex Gibney , Hunter S. Thompson ","Hunter S. Thompson, Johnny Depp, Joe Cairo, David Carlo",7.8,1
90,Peter Avanzino,"Matt Groening , Matt Groening , David X. Cohen , Eric Kaplan , Eric Kaplan , David X. Cohen ","Billy West, Katey Sagal, John DiMaggio, Tress MacNeille",7.3,1
100,Toa Fraser,"Alan Sharp, Lord Dunsany ","Jeremy Northam, Sam Neill, Bryan Brown, Peter O'Toole",7.3,1
